"التعليقات النحوية Grammar Comments ","تصحيح الكلمة الأصلية (إن لزم) Correction of original word (if necessary)","الكلمة الأصلية Original word","المستوى التعليمي CEFR level","عدد تكرار الكلمة Frequency of word"
"اسم",,"بيانو","A1",
"اسم",,"شجرة","A1",
"فعل",,"ارتفع","B1",
"اسم",,"قبطان","A1",
"اسم",,"مرح","A1",
"صفة",,"لذيذ","A1",
"اسم",,"ذبابة","A1",
"صفة",,"ممل","A1",
"صفة",,"فضولي","B1",
"اسم",,"مراجعة","B1",
"اسم",,"تغذية","B1",
"اسم",,"ابنة","A1",
"اسم",,"طائرة","A1",
"اسم",,"جودة","A2",
"اسم",,"موقد","B2",
"اسم",,"ضرورة","A2",
"اسم",,"مغامرة","A1",
"اسم / فعل",,"قفل","A2",
"اسم",,"عصا","A2",
"اسم",,"موجة","A1",
"اسم",,"وسادة","A1",
"اسم",,"شعاع","A2",
"اسم",,"أسقف","A1",
"اسم",,"ثمانية","A1",
"اسم",,"دوران","B1",
"اسم",,"حماسة","A2",
"اسم",,"إجمالي","A2",
"اسم",,"مطرب","A2",
"فعل",,"قارن","B1",
"اسم",,"بيضة","A1",
"اسم",,"علبة","C1",
"صفة",,"أدبي","A1",
"صفة",,"أبدي","A1",
"صفة",,"إيطالي","A1",
"صفة",,"قبيح","A1",
"صفة",,"جنوبي","A1",
"صفة",,"بريطاني","A1",
"صفة",,"تمهيدي","A1",
"اسم",,"جذع","B1",
"صفة",,"ثمين","A1",
"اسم",,"قلعة","A1",
"اسم",,"انحناء","B1",
"اسم اشارة",,"ذلك","B1",
"اسم",,"معاملة","B1",
"صفة",,"مرن","A1",
"صفة",,"بالكاد","B2",
"اسم",,"محادثة","A2",
"اسم",,"تعاطف","B1",
"اسم / صفة",,"ميكانيكي","A1",
"اسم",,"فرقعة","B2",
"صفة",,"تجريبي","B1",
"اسم",,"استرخاء","B1",
"اسم",,"هيمنة","B1",
"اسم",,"تطابق","B2",
"اسم",,"صديق","A1",
"اسم",,"مذكرة","A2",
"صفة",,"سخيف","A2",
"اسم",,"فلسفة","A1",
"اسم",,"اعتبار","A2",
"اسم",,"مغادرة","B2",
"اسم",,"انصراف","C1",
"صفة",,"أمريكي","A1",
"اسم",,"كاهن","B2",
"اسم",,"بصراحة","B1",
"صفة",,"هندي","A1",
"اسم",,"زبون","A2",
"اسم",,"كشك","C1",
"اسم",,"سبب","A1",
"اسم",,"لذلك","B1",
"اسم",,"بطالة","A2",
"ظرف زمان",,"اليوم","A1",
"صفة",,"متين","B2",
"اسم",,"رئاسة","B2",
"اسم",,"لحن","B2",
"صفة",,"معاكس","B1",
"اسم",,"عكس","B1",
"اسم",,"حفيد","A1",
"اسم",,"صخرة","A1",
"اسم",,"إسهام","C1",
"اسم",,"انتحار","A2",
"اسم",,"تلميح","B1",
"اسم",,"فورا","C1",
"اسم",,"اشتراك","B1",
"اسم",,"فعالية","C1",
"اسم",,"خروف","A2",
"حرف+ضمير",,"له","A1",
"صفة",,"مفرط","C1",
"صفة",,"مأساوي","A2",
"اسم",,"قفزة","A2",
"اسم",,"انطباع","A1",
"اسم",,"نقل","C1",
"صفة",,"سياحي","A1",
"اسم",,"انتخابات","B1",
"صفة",,"ديناميكي","B1",
"اسم",,"كئيب","A2",
"اسم",,"لحية","A1",
"اسم",,"سائح","A2",
"اسم",,"أثاث","A2",
"اسم",,"اختصار","C1",
"اسم",,"تسعون","A1",
"صفة",,"بولندي","A1",
"صفة",,"عصبي","A1",
"اسم",,"عاصفة","A1",
"اسم",,"إسكان","C1",
"اسم",,"كرامة","A2",
"صفة",,"مختلط","C1",
"اسم",,"طلاء","C1",
"فعل",,"لمح","C1",
"اسم",,"قارة","A1",
"اسم",,"إلهام","B2",
"اسم",,"ممرضة","A1",
"اسم",,"انتظام","B1",
"صفة",,"تنافسي","A1",
"صفة",,"متفائل","B1",
"اسم",,"تفاحة","A1",
"صفة",,"عقلاني","B2",
"اسم",,"دقة","A2",
"اسم",,"سحابة","A2",
"اسم",,"أسطول","B2",
"اسم",,"تأجير","B1",
"اسم",,"معجزة","A1",
"فعل",,"أدار","C1",
"صفة",,"محظوظ","B1",
"صفة",,"ريفي","B1",
"فعل",,"رفع","C2",
"اسم",,"كرسي","A1",
"صفة",,"وظيفي","B2",
"صفة",,"أنيق","B1",
"صفة",,"برتقالي","A1",
"اسم",,"هزيمة","B1",
"اسم / فعل",,"زحف","B1",
"اسم",,"سجادة","A1",
"اسم",,"فحم","A1",
"فعل / اسم",,"همس","B2",
"فعل",,"ألغى","C1",
"صفة",,"إعلامي","B2",
"ظرف مكان",,"بجانب","A1",
"اسم",,"حكمة","A2",
"اسم",,"دجاجة","A1",
"اسم",,"اندفاع","B2",
"اسم",,"ارتداء","B1",
"صفة",,"عاطفي","A2",
"صفة",,"سكران","A2",
"اسم",,"رأسمالية","B2",
"اسم",,"اشتراكية","C1",
"اسم",,"تقريبا","C1",
"اسم",,"بندقية","B2",
"صفة",,"أحمق","A2",
"اسم",,"ذرة","A2",
"اسم",,"قرد","A2",
"اسم",,"مراسم","B1",
"اسم",,"الكون","B1",
"فعل",,"تجنب","C1",
"اسم",,"مخزن","B1",
"اسم",,"إجهاد","C1",
"صفة",,"سيئ","A1",
"صفة",,"مرئي","A2",
"فعل",,"سحق","B1",
"اسم",,"فضيحة","B1",
"اسم",,"تقنية","B2",
"صفة",,"ممتع","B1",
"اسم",,"ألبوم","A1",
"اسم",,"شرعية","B2",
"اسم",,"جرعة","B1",
"صفة",,"كسول","A2",
"اسم",,"شعبية","A2",
"اسم",,"تصفيق","B1",
"اسم",,"انزلاق","B2",
"اسم",,"تألق","C1",
"اسم",,"عكس","C1",
"اسم",,"الصين","A1",
"اسم",,"جنون","B1",
"فعل",,"بصق","B2",
"اسم",,"دخان","A1",
"فعل",,"اشترى","C1",
"اسم",,"شفة","A2",
"صفة",,"حرفي","B2",
"اسم",,"عمة","A1",
"اسم",,"صياد","A1",
"اسم",,"نسبيا","B1",
"فعل",,"تذوق","B1",
"اسم",,"هندسة","A2",
"اسم",,"ثلاجة","A1",
"صفة",,"رقمي","B1",
"اسم",,"بروتين","A2",
"اسم",,"بالطبع","B2",
"اسم",,"تغطية","C1",
"اسم",,"معدات","B1",
"صفة",,"سحري","B1",
"اسم",,"مرج","A2",
"صفة",,"فلسفي","A2",
"اسم علم",,"آسيا","A1",
"صفة",,"تافه","B2",
"صفة",,"يوناني","A1",
"اسم",,"بطارية","A1",
"اسم",,"تمزيق","C1",
"اسم",,"ضباب","A2",
"ظرف",,"معا","C1",
"صفة",,"ثري","A2",
"صفة",,"تشريعي","C1",
"فعل",,"أحاط","C1",
"فعل",,"أنجز","C1",
"اسم",,"أوبرا","A2",
"فعل",,"استقال","C1",
"ظرف زمان",,"سابقا","B1",
"اسم",,"عناق","B1",
"اسم",,"ممثلة","A1",
"اسم",,"تضحية","C1",
"اسم",,"إيماءة","C1",
"فعل",,"حدّد","C1",
"اسم",,"مسودة","A2",
"اسم",,"تهنئة","B1",
"صفة",,"جدا","C1",
"صفة",,"قعود","C2",
"اسم",,"كوميديا","A2",
"اسم",,"تأشيرة","A2",
"اسم",,"فكاهة","A2",
"صفة",,"مروع","B1",
"اسم",,"مبالغة","B1",
"اسم",,"بلاستيك","A2",
"صفة",,"عدواني","B1",
"فعل",,"أوقف","C1",
"اسم",,"إمكانية","B1",
"اسم",,"حساء","A1",
"اسم",,"حكاية","B1",
"فعل",,"تسلسل","B1",
"اسم",,"مختبر","B1",
"اسم",,"بقرة","A2",
"اسم",,"صياغة","B1",
"اسم",,"ابتسام","A2",
"صفة",,"دائري","B1",
"صفة",,"ثان","A2",
"فعل",,"احتفل","A2",
"صفة",,"صامت","A2",
"فعل",,"تأمل","C2",
"اسم",,"حافلة","A1",
"اسم",,"قيثارة","A1",
"صفة",,"تركي","A1",
"صفة",,"بجدية","B1",
"اسم",,"منجم","B2",
"اسم",,"استخبارات","B2",
"اسم",,"ماضي","B1",
"فعل",,"هبط","C1",
"فعل",,"حرر","B2",
"اسم",,"زبدة","A1",
"فعل",,"تذكر","C1",
"صفة",,"رمزي","B1",
"حرف+ضمير",,"لي","A1",
"فعل",,"ساعد","C1",
"اسم",,"مصعد","A1",
"فعل",,"استنتج","C1",
"اسم",,"إقالة","B1",
"فعل",,"نشر","C1",
"اسم",,"كعكة","A1",
"فعل",,"أزعج","C1",
"اسم",,"قطيع","C1",
"اسم",,"بذرة","A2",
"اسم",,"أغلبية","A1",
"صفة",,"اتحادي","B1",
"صفة",,"موثوق","B2",
"صفة",,"خشن","A2",
"فعل",,"تجول","B2",
"اسم علم",,"ألمانيا","A1",
"صفة",,"مؤلم","B2",
"اسم",,"ناقد","B2",
"صفة",,"بدون","B2",
"حرف+ضمير",,"لنا","A1",
"صفة",,"مواز","A2",
"اسم",,"حضارة","B1",
"اسم",,"دفعة","B2",
"اسم",,"مظاهرة","B1",
"اسم",,"لتر","A1",
"اسم",,"إشعاع","B1",
"اسم",,"كابل","B1",
"صفة",,"رأسمالي","B2",
"اسم",,"فك","B1",
"اسم",,"صور","A1",
"اسم",,"معطف","A1",
"اسم",,"كيمياء","B1",
"كى: أداة نصب للمضارع",,"لكي","C1",
"اسم",,"بطاطس","A1",
"فعل",,"لمع","B1",
"اسم",,"حجة","B2",
"اسم",,"مرحاض","A1",
"اسم / فعل",,"نثر","B2",
"صفة",,"عمودي","B2",
"فعل",,"لف","B1",
"اسم",,"تعويضات","B2",
"اسم",,"حمية","C1",
"اسم",,"حقا","B1",
"صفة",,"مرعب","B1",
"اسم",,"هواية","A2",
"صفة",,"عبقري","B1",
"اسم",,"حلوى","A1",
"حرف",,"إما","B1",
"اسم",,"كابوس","A2",
"اسم",,"طاعة","B2",
"اسم",,"ميدالية","B1",
"صفة",,"موضوعي","B1",
"اسم",,"رياضيات","A2",
"اسم",,"تنورة","A1",
"اسم",,"انسجام","B1",
"اسم",,"تعاطي","C1",
"اسم",,"بالتساوي","B1",
"صفة",,"صيفي","A1",
"اسم علم",,"روسيا","A1",
"صفة",,"هيكلي","B1",
"اسم",,"دمية","B2",
"صفة",,"ذهبي","A1",
"فعل",,"غلق","C2",
"اسم",,"رئة","B1",
"ضمير",,"نحن","A1",
"فعل",,"استعاد","C1",
"اسم",,"بلدة","A1",
"اسم",,"مسمار","A2",
"صفة",,"وردي","A1",
"اسم",,"راهب","B1",
"صفة",,"بني","A1",
"فعل",,"شم","A2",
"فعل",,"وضح","C2",
"اسم",,"غفران","C2",
"فعل",,"فضّل","B2",
"اسم",,"يسار","A1",
"اسم",,"عموما","B1",
"اسم",,"فلفل","A1",
"ظرف  ",,"حتما","B1",
"فعل",,"نتج","B2",
"اسم",,"طبل","B1",
"من أخوات إن",,"لأن","C2",
"صفة",,"أسباني","A1",
"اسم",,"كذبة","B1",
"اسم علم",,"اليونان","A1",
"صفة",,"موهوب","B1",
"صفة",,"دموي","B2",
"اسم",,"رفاهية","B1",
"صفة",,"مثمر","B1",
"اسم",,"سيجارة","A1",
"فعل",,"شجّع","C2",
"صفة",,"جبلي","B1",
"اسم",,"حانة","B1",
"اسم",,"آنسة","A2",
"صفة",,"شاحب","B1",
"اسم علم",,"سنتيمتر","A2",
"اسم / فعل",,"عرض","B1",
"صفة",,"استشاري","B2",
"اسم",,"مؤخرة","B2",
"صفة",,"ساذج","B2",
"صفة",,"أيديولوجي","B2",
"اسم",,"الجنة","B1",
"صفة",,"إنتاجية","B2",
"اسم",,"مستأجر","B2",
"ظرف زمان",,"مؤخرا","B1",
"اسم",,"وجبة","A2",
"اسم",,"قاد","B1",
"فعل",,"وسخ","B1",
"اسم",,"محاسبة","B1",
"فعل",,"رفض","B1",
"اسم",,"قفاز","A1",
"فعل",,"بكى","B1",
"فعل",,"رعى","B2",
"اسم",,"وديعة","B1",
"اسم",,"رسل","B1",
"اسم",,"شجيرة","B2",
"اسم",,"فاكس","A1",
"ظرف",,"فورا","B1",
"فعل",,"قطع","B1",
"صفة",,"مبدئي","B2",
"فعل",,"دفق","C1",
"صفة",,"عرقي","B2",
"اسم",,"حساسية","A2",
"اسم",,"ثدي","B2",
"صفة",,"مسرور","B1",
"صفة",,"نرويجي","A2",
"اسم",,"شمعة","A2",
"اسم",,"منشفة","A2",
"اسم",,"متنزه","A2",
"اسم",,"دبابة","B1",
"اسم",,"إعفاء","B1",
"اسم",,"لطف","C1",
"اسم",,"صهر","B2",
"اسم",,"مضغ","B1",
"صفة",,"فلسطيني","A1",
"اسم",,"ابتهاج","B2",
"فعل",,"ابتهج","B2",
"اسم",,"رسام","A1",
"اسم",,"إبحار","B1",
"صفة",,"وسيم","A2",
"اسم",,"توطين","C1",
"ظرف",,"دائما","B1",
"اسم",,"عطر","B1",
"اسم",,"عقدة","B1",
"اسم",,"سخرية","B2",
"اسم / فعل",,"جمع","C2",
"اسم",,"فهرس","B2",
"اسم",,"بدلة","A1",
"اسم",,"ارتباط","B2",
"اسم",,"جعة","B1",
"اسم",,"عامل","B1",
"اسم",,"خداع","B2",
"فعل",,"شكّل","B1",
"صفة",,"رسميا","B2",
"صفة",,"جانبي","B1",
"صفة",,"مذنب","B2",
"اسم",,"حماقة","B1",
"اسم",,"تذكير","C1",
"اسم",,"بيرة","A2",
"اسم",,"أرملة","B1",
"اسم",,"رضيع","B1",
"صفة",,"شفهي","B1",
"صفة",,"سميك","B1",
"ظرف زمان",,"سابقا","B2",
"اسم",,"دلو","B1",
"فعل",,"تدفّق","C2",
"اسم",,"نزهة","A2",
"اسم",,"استشارة","B2",
"مفعول مطلق / حال",,"شكرا","A1",
"اسم",,"نشاط","B1",
"اسم",,"محام","C2",
"صفة",,"تربوي","B1",
"اسم",,"أساسا","B2",
"فعل",,"وافق","B1",
"اسم",,"مرحبا","A1",
"فعل",,"أقنع","B2",
"اسم",,"بدء","B1",
"صفة",,"جذاب","A2",
"صفة",,"دوري","B2",
"اسم",,"ارتجاف","C1",
"اسم",,"مشتر","A2",
"صفة",,"لغوي","B1",
"اسم",,"رقابة","B2",
"اسم / صفة",,"مقاوم","C1",
"اسم",,"معدني","C1",
"صفة",,"عامّ","C2",
"اسم",,"ضاحية","B2",
"صفة",,"انتخابي","C1",
"اسم",,"خزانة","A2",
"فعل",,"قرر","B2",
"صفة",,"تحليلي","B2",
"اسم",,"ميكروفون","A2",
"اسم",,"مباراة","C2",
"اسم",,"استيقاظ","B1",
"فعل",,"سقط","B2",
"اسم",,"أميرة","A2",
"اسم",,"نغمة","B1",
"اسم",,"إفادة","C2",
"اسم",,"انتقاء","C1",
"اسم",,"ترقية","B2",
"صفة",,"مسرحي","B1",
"اسم",,"إحصائيات","B2",
"اسم",,"نبيذ","B1",
"صفة",,"مربح","B1",
"اسم",,"فيزياء","B2",
"اسم",,"انحراف","C1",
"اسم",,"ناد","B1",
"اسم",,"اشتباه","C1",
"اسم / فعل",,"خلع","B2",
"للمقارنة",,"بينما","C1",
"صفة",,"أوتوماتيكي","B1",
"صفة",,"بروتستانتي","B2",
"صفة",,"منهجي","C1",
"اسم",,"رصد","C2",
"اسم",,"مرونة","B2",
"اسم",,"منتجع","B1",
"ظرف زمان",,"يوميا","B1",
"أداة توكيد",,"فقد","B2",
"اسم",,"الغد","A2",
"اسم",,"أيديولوجية","C1",
"اسم",,"وراثة","B2",
"اسم",,"تبني","C1",
"اسم",,"نسر","B2",
"فعل",,"ظفر","C1",
"صفة",,"عرضي","B2",
"اسم",,"امرأة","A1",
"اسم",,"انضباط","C1",
"اسم",,"ملصق","B1",
"اسم",,"انتزاع","B2",
"اسم",,"أكسجين","B1",
"فعل",,"زاد","B1",
"صفة",,"روماني","B2",
"اسم",,"طين","A1",
"صفة",,"أسطوري","C1",
"اسم",,"سعال","B2",
"صفة",,"نقابي","C1",
"صفة",,"ساخر","B2",
"اسم",,"فرشاة","A1",
"اسم علم",,"سويسرا","A1",
"صفة",,"نجاح","B1",
"اسم",,"للغاية","B2",
"اسم",,"مسدس","B2",
"صفة",,"تدريجيا","B1",
"اسم / فعل",,"تحول","B2",
"صفة",,"مؤدب","B1",
"صفة",,"بريدي","A2",
"اسم علم",,"اليابان","A1",
"اسم",,"فطيرة","A2",
"صفة",,"مدمج","B2",
"صفة",,"نقي","C1",
"صفة",,"جمالي","B1",
"فعل",,"قدّم","C1",
"فعل",,"باع","B1",
"اسم",,"إفساد","B2",
"اسم / صفة",,"حامض","B2",
"اسم",,"لكل","B1",
"اسم",,"أطروحة","C1",
"صفة",,"قريب","A2",
"اسم",,"سفارة","B1",
"اسم",,"تزيين","B2",
"صفة",,"محايد","B2",
"اسم",,"حشرة","B2",
"اسم",,"مزاد","B2",
"صفة",,"سريري","A2",
"ظرف زمان",,"حاليا","A2",
"اسم علم",,"انترنت","A2",
"اسم",,"حزم","C2",
"حرف ",,"لأن","A2",
"اسم",,"بهجة","B2",
"اسم",,"تزلج","B1",
"اسم",,"حسنا","A2",
"فعل",,"غيّر","B1",
"اسم",,"شوربة","A2",
"اسم علم",,"حِدّة","A2",
"اسم",,"أيل","C1",
"فعل / اسم",,"تصرف","C2",
"اسم",,"منحه","C2",
"اسم",,"كاتدرائية","B2",
"فعل  ",,"فرز","C1",
"فعل  ",,"صفقة","B2",
"اسم / فعل",,"دمج","B2",
"اسم",,"شكل","B1",
"فعل",,"تحمّل","C2",
"اسم",,"اعتذار","B2",
"اسم",,"مقبض","C2",
"صفة",,"ترويجي","C2",
"اسم",,"رصاصة","B2",
"اسم",,"هزة","B2",
"اسم علم",,"أمريكا","A1",
"اسم",,"مضخة","B2",
"صفة",,"متسق","C1",
"اسم",,"احتراق","C1",
"اسم",,"تصفية","C1",
"اسم",,"سخط","C1",
"اسم",,"تعمق","C1",
"اسم / صفة",,"قيم","B2",
"اسم",,"مستودع","C1",
"صفة",,"طفولي","B2",
"اسم",,"خوذة","B2",
"اسم",,"بطة","A2",
"اسم / فعل",,"كسب","B1",
"اسم / فعل",,"حقن","C1",
"فعل",,"عَرَضَ","C2",
"ظرف",,"أبدا","B1",
"اسم",,"بصمة","B2",
"اسم",,"قسوة","C1",
"اسم",,"فستان","A1",
"اسم / فعل",,"صد","B2",
"اسم",,"تاكسي","A1",
"اسم",,"نسيان","B2",
"اسم",,"تجريب","B2",
"صفة",,"اختياري","B2",
"صفة",,"متاخم","C2",
"صفة",,"مميت","C1",
"اسم",,"مدار","C1",
"اسم",,"مستعمرة","B2",
"اسم",,"ثبات","C1",
"اسم",,"تأديب","C1",
"فعل",,"كافأ","B2",
"اسم",,"فقاعة","B2",
"اسم",,"صياح","B2",
"اسم",,"مواطنة","B2",
"اسم",,"مقتطف","B2",
"صفة",,"فرضية","B2",
"اسم",,"كلما","B2",
"صفة",,"تشخيصي","B2",
"اسم",,"أتوبيس","A1",
"اسم / صفة",,"بحرية","B2",
"اسم",,"بخار","B1",
"فعل",,"بنى","B2",
"اسم",,"إخطار","B2",
"فعل",,"أيّد","C2",
"فعل",,"حضر","B1",
"فعل",,"تخطى","B2",
"اسم",,"إنارة","C1",
"اسم",,"قسم","C2",
"اسم / صفة",,"لاسلكي","B2",
"صفة",,"فاشي","C1",
"صفة",,"كُلّي","B2",
"صفة",,"متزامن","C1",
"اسم",,"كتيب","B2",
"اسم",,"دبوس","B1",
"اسم",,"تحريك","B2",
"فعل",,"استعجل","B2",
"صفة",,"أفقي","B2",
"صفة",,"صربي","A2",
"صفة",,"طازج","B1",
"صفة",,"ناضج","B2",
"اسم / صفة",,"هاو","B2",
"اسم",,"تعدين","C1",
"اسم",,"ضجر","B2",
"اسم",,"معكرونة","A2",
"صفة",,"عراقي","A1",
"فعل",,"خنق","B2",
"اسم / فعل",,"تخيل","B1",
"اسم",,"بورصة","B2",
"صفة",,"أفريقي","A1",
"اسم",,"رسول","B1",
"صفة",,"عتيق","B2",
"اسم علم",,"الإيدز","B2",
"فعل",,"حدق","B2",
"اسم",,"يوم الجمعة","A1",
"فعل",,"لخص","C2",
"اسم",,"جميعا","B1",
"صفة",,"خطي","B1",
"صفة",,"مجاني","B2",
"صفة",,"جذري","B2",
"اسم",,"استجمام","C1",
"صفة",,"مالح","B1",
"صفة",,"شفوي","B2",
"حرف نداء",,"يا","A1",
"اسم",,"غريزة","B2",
"اسم",,"حتما","B2",
"اسم",,"رهان","B2",
"اسم / فعل",,"ختم","C1",
"اسم",,"فخ","B2",
"اسم",,"مقصورة","B2",
"اسم",,"عادة","B2",
"اسم / صفة",,"ساحرة","B2",
"اسم",,"لمحة","B2",
"فعل",,"تنهد","C1",
"صفة",,"ساحلي","B2",
"اسم",,"عمارة","A2",
"اسم",,"أيقونة","B2",
"اسم",,"متطلبات","C2",
"اسم",,"ركوب","A2",
"صفة",,"فيزيائي","A2",
"اسم",,"أذن","A2",
"اسم",,"بناية","A2",
"اسم",,"بدروم","A2",
"اسم",,"مفتش","B2",
"ضمير",,"هي","A1",
"فعل",,"تلقي","B2",
"اسم",,"وقفة","B1",
"اسم / فعل",,"كبر","B1",
"صفة",,"صيدلي","A2",
"فعل",,"قرّر","C2",
"اسم",,"كتان","A2",
"اسم علم",,"بولندا","A1",
"اسم",,"صابون","A1",
"صفة",,"مقرف","B1",
"اسم",,"بنطلون","A1",
"صفة",,"فاخر","B2",
"اسم",,"بقايا","B2",
"اسم",,"جاذبية","C1",
"اسم",,"ارتياد","C2",
"فعل",,"نازل","C2",
"ظرف زمان",,"سابقا","B2",
"فعل",,"فهم","B1",
"صفة",,"معاقبة","B2",
"أداة نفى",,"كلا","B2",
"اسم",,"بساطة","B2",
"اسم",,"تكييف","B2",
"اسم",,"كفاءة","B2",
"اسم",,"ثعبان","B2",
"اسم",,"اشتمال","C1",
"فعل",,"قلى","B1",
"اسم",,"إغراء","B2",
"اسم",,"مأوى","B2",
"اسم",,"أخلاق","C1",
"اسم",,"أرباح","B2",
"فعل",,"استأنف","C2",
"فعل",,"سبّب","B2",
"فعل",,"ضَمَن","B2",
"صفة",,"تقليديا","B2",
"فعل",,"شتم","C2",
"فعل",,"صادف","B2",
"اسم",,"واجهة","B1",
"حرف ",,"أيّ","B1",
"اسم",,"جمجمة","B2",
"اسم علم",,"مصر","A1",
"اسم",,"أوركسترا","B2",
"اسم",,"عش","B2",
"صفة",,"معزول","C1",
"اسم",,"ظهر","C2",
"اسم",,"أخيرا","C2",
"فعل / اسم",,"طلب","C2",
"اسم",,"صدفة","B2",
"اسم",,"زيتون","A2",
"اسم",,"ثوم","B2",
"من أخوات إن",,"كأنما","B2",
"اسم",,"سواء","B2",
"اسم علم",,"السويد","A1",
"فعل",,"توقف","C2",
"صفة",,"طوعي","B2",
"اسم / صفة",,"مبرمج","C1",
"فعل",,"أضاء","B2",
"فعل",,"فزع","B2",
"اسم",,"الرياضيات","B1",
"صفة",,"رسميا","B1",
"اسم",,"مسكين","B2",
"اسم",,"استوديو","B2",
"اسم",,"إشعار","C1",
"صفة",,"شمولي","B2",
"ظرف زمان",,"مؤخرا","C1",
"فعل",,"أكّد","C2",
"اسم",,"فولاذ","B2",
"اسم",,"كذلك","B1",
"فعل / اسم",,"تجمّع","C2",
"فعل  ",,"اعتقد","B1",
"صفة",,"رزين","B2",
"حرف+ضمير",,"لها","B1",
"اسم",,"بيروقراطية","B2",
"فعل / اسم",,"لصق","B2",
"اسم",,"إيلاء","C2",
"اسم",,"إطلاقا","B2",
"اسم",,"كبرياء","B2",
"فعل",,"أحب","B1",
"ظرف",,"أبدا","B2",
"اسم",,"مدونة","B2",
"اسم علم",,"النرويج","B2",
"اسم",,"شرق","A2",
"فعل",,"شبه","B1",
"فعل",,"استثمر","B2",
"اسم",,"حمامة","B2",
"صفة",,"خشبي","B2",
"صفة",,"تصويري","C1",
"اسم",,"إنشاءات","C1",
"اسم",,"هاوٍ","C2",
"صفة",,"فضفاض","C1",
"اسم",,"خلاصة","B2",
"فعل",,"سمع","B1",
"اسم",,"طماطم","A2",
"صفة",,"شتوي","B1",
"اسم علم",,"قطر","A1",
"اسم",,"تكملة","B2",
"اسم",,"أمتعة","B2",
"فعل",,"ازداد","B2",
"اسم",,"نخبة","B2",
"اسم",,"طقم","B2",
"اسم",,"للأسف","B2",
"اسم",,"جمارك","B2",
"اسم",,"استياء","B2",
"صفة",,"زنجي","C1",
"اسم",,"لهب","B2",
"صفة",,"تقدمي","B2",
"اسم / صفة",,"سرية","B2",
"اسم",,"الإنجيل","B2",
"اسم",,"مسحوق","B2",
"اسم",,"إصباح","C2",
"اسم",,"تعزية","B2",
"اسم / فعل",,"درس","A2",
"اسم",,"معادلة","B2",
"صفة",,"متناقض","C1",
"اسم",,"تدفئة","B2",
"اسم",,"مترو","A2",
"صفة",,"شاذ","C1",
"اسم",,"مروحة","A2",
"اسم",,"معاشرة","C1",
"اسم",,"مقاضاة","C1",
"صفة",,"كثير","A2",
"صفة",,"ملعون","C1",
"اسم علم",,"إنجلترا","A1",
"اسم",,"إرباك","B2",
"فعل",,"أهمل","B2",
"صفة",,"مهني","C1",
"صفة",,"آسف","A1",
"اسم",,"احتقار","B2",
"فعل",,"بسط","B2",
"اسم",,"مراسلة","C1",
"اسم",,"بيتزا","A2",
"صفة",,"سطحي","B2",
"اسم / فعل",,"تجمد","B1",
"اسم / فعل",,"تناوب","C1",
"اسم",,"جورب","A2",
"اسم",,"صلصة","A2",
"صفة",,"جزئيا","C1",
"اسم",,"مرساة","B2",
"فعل",,"حطم","C1",
"صفة",,"تشغيلي","B2",
"فعل",,"احترم","B2",
"فعل",,"استهوى","C1",
"اسم",,"استمارة","B2",
"اسم",,"تحدي","B2",
"فعل",,"ركض","B1",
"اسم",,"أعمال","B1",
"اسم",,"زقاق","B2",
"اسم",,"منحنى","B2",
"اسم",,"سياج","B2",
"صفة",,"رشيق","B2",
"اسم",,"أشجار","A2",
"اسم",,"أفضلية","C1",
"اسم",,"إبرة","B2",
"فعل",,"اخترع","B2",
"اسم",,"إضاعة","C1",
"اسم",,"إجبار","B2",
"اسم",,"ذعر","B2",
"اسم",,"امتحان","B1",
"اسم",,"طابعة","B2",
"صفة",,"متماسك","B2",
"صفة",,"متفوق","B1",
"اسم",,"بكتيريا","B2",
"اسم",,"طلقة","B2",
"حرف",,"أي","C2",
"صفة",,"رديء","B1",
"اسم",,"قامة","C1",
"اسم",,"مصوّر","C2",
"اسم",,"هراء","C1",
"اسم",,"حدّ","C2",
"اسم",,"مشمس","A2",
"اسم",,"إصبع","B2",
"اسم / فعل",,"تقاسم","B2",
"اسم",,"تكثيف","C1",
"اسم",,"ساند","C2",
"اسم",,"احتيال","C1",
"صفة",,"لامع","B2",
"اسم",,"قوة","B1",
"صفة",,"نباتي","B1",
"اسم",,"وميض","B2",
"صفة",,"حضري","C2",
"صفة",,"صاف","B2",
"اسم",,"قطة","A2",
"اسم",,"مخادع","B2",
"اسم",,"إيماء","C2",
"اسم",,"منتهي","C1",
"فعل",,"فعل","B1",
"فعل",,"جذب","B2",
"اسم",,"تبسيط","B2",
"اسم",,"عزلة","C1",
"اسم",,"مؤسسي","C1",
"صفة",,"مقنع","B2",
"اسم",,"موسيقار","C1",
"اسم",,"اعتياد","B2",
"صفة",,"إجرامي","C1",
"فعل",,"أخّر","B2",
"فعل",,"نشأ","C2",
"اسم",,"بلوزة","A2",
"صفة",,"حرفيا","C1",
"اسم",,"وصفه","C2",
"اسم",,"شدة","B2",
"للاشارة",,"ها","C1",
"اسم",,"تعاون","C1",
"اسم",,"ديناميكا","C1",
"فعل / اسم",,"شكّ","C2",
"اسم",,"إسراف","C2",
"صفة",,"إيجابي","B2",
"صفة",,"ظاهري","C1",
"فعل  ",,"ينبغي","B2",
"اسم",,"جدّ","B2",
"اسم",,"حنجرة","B2",
"صفة",,"فعّال","C2",
"فعل",,"جهز","C2",
